"movie_id","movie_name","movie_distributor","movie_genre"
"Comedy_2003_29","Le Divorce","Fox Searchlight","Comedy"
"Comedy_2003_30","Drumline","20th Century Fox","Comedy"
"Comedy_2003_31","Boat Trip","Artisan","Comedy"
"Comedy_2003_32","La Grande Seduction","Odeon Films","Comedy"
"Comedy_2003_33","It Runs in the Family","MGM","Comedy"
"Comedy_2003_34","Calendar Girls","Walt Disney","Comedy"
"Comedy_2003_35","Chasing Papi","20th Century Fox","Comedy"
"Comedy_2003_36","The Hot Chick","Walt Disney","Comedy"
"Comedy_2003_37","The Guru","Universal","Comedy"
"Comedy_2003_38","Pieces of April","MGM","Comedy"
"Comedy_2003_39","Marci X","Paramount Pictures","Comedy"
"Comedy_2003_40","Camp","IFC Films","Comedy"
"Comedy_2003_41","Analyze That","Warner Bros.","Comedy"
"Comedy_2003_42","Bubba Ho-Tep","Vitagraph Films","Comedy"
"Comedy_2003_43","Sweet Home Alabama","Walt Disney","Comedy"
"Comedy_2003_44","The R.M.","Halestone","Comedy"
"Comedy_2003_45","The Man Without a Past","Sony Pictures Cla…","Comedy"
"Comedy_2003_46","Party Monster","ContentFilm","Comedy"
"Comedy_2003_47","Friday After Next","New Line","Comedy"
"Comedy_2003_48","Pere et Fils","Odeon Films","Comedy"
"Comedy_2003_49","Barbershop","MGM","Comedy"
"Comedy_2003_50","Real Women Have Curves","Newmarket Films","Comedy"
"Comedy_2003_51","Manna From Heaven","Five Sisters Prod…","Comedy"
"Comedy_2003_52","Buffalo Soldiers","Miramax","Comedy"
"Comedy_2003_53","The Singing Detective","Paramount Pictures","Comedy"
"Comedy_2003_54","Annie Brocoli dans les fond…","","Comedy"
"Comedy_2003_55","The Battle of Shaker Heights","Miramax","Comedy"
"Comedy_2003_56","Charly","Excel Entertainment","Comedy"
"Comedy_2003_57","Chaos","New Yorker","Comedy"
"Comedy_2003_58","Sordid Lives","Regent Releasing","Comedy"
"Comedy_2003_59","Pride and Prejudice","Excel Entertainment","Comedy"
"Comedy_2003_60","Bon Voyage!","Walt Disney","Comedy"
"Comedy_2003_61","Super Sucker","","Comedy"
"Comedy_2003_62","Ek Aur Ek Gyarah","Eros Entertainment","Comedy"
"Comedy_2003_63","Almost Salinas","","Comedy"
"Comedy_2003_64","A Woman is a Woman","","Comedy"
"Comedy_2003_65","Igby Goes Down","MGM","Comedy"
"Comedy_2003_66","Babí léto","First Look","Comedy"
"Comedy_2003_67","30 Years to Life","","Comedy"
"Comedy_2003_68","Tadpole","Miramax","Comedy"
"Comedy_2003_69","Modern Times","Kino International","Comedy"
"Comedy_2003_70","Jackass: The Movie","Paramount Pictures","Comedy"
"Comedy_2003_71","Monty Python and the Holy G…","","Comedy"
"Comedy_2003_72","The Man from Elysian Fields","Samuel Goldwyn Films","Comedy"
"Comedy_2003_73","Hotel","","Comedy"
"Comedy_2003_74","18 ans après","","Comedy"
"Comedy_2003_75","Nine Dead Gay Guys","TLA Releasing","Comedy"
"Comedy_2003_76","Mostly Martha (Drei Sterne)","Paramount Vantage","Comedy"
"Comedy_2003_77","The Anarchist Cookbook","Innovation Film G…","Comedy"
"Comedy_2003_78","Martin and Orloff","Spit and Glue","Comedy"
"Comedy_2003_79","The Work and the Story","Off-Hollywood Dis…","Comedy"
"Comedy_2003_80","Da wan","Sony Pictures Cla…","Comedy"
"Comedy_2003_81","The Producers","","Comedy"
"Comedy_2004_1","Meet the Fockers","Universal","Comedy"
"Comedy_2004_2","Dodgeball: A True Underdog …","20th Century Fox","Comedy"
"Comedy_2004_3","Starsky & Hutch","Warner Bros.","Comedy"
"Comedy_2004_4","Mean Girls","Paramount Pictures","Comedy"
"Comedy_2004_5","Anchorman: The Legend of Ro…","Dreamworks SKG","Comedy"
"Comedy_2004_6","Christmas with the Kranks","Sony Pictures","Comedy"
"Comedy_2004_7","White Chicks","Sony Pictures","Comedy"
"Comedy_2004_8","Barbershop 2: Back in Business","MGM","Comedy"
"Comedy_2004_9","The Stepford Wives","Paramount Pictures","Comedy"
"Comedy_2004_10","Without a Paddle","Paramount Pictures","Comedy"
"Comedy_2004_11","13 Going On 30","Sony Pictures","Comedy"
"Comedy_2004_12","Cheaper by the Dozen","20th Century Fox","Comedy"
"Comedy_2004_13","Napoleon Dynamite","Fox Searchlight","Comedy"
"Comedy_2004_14","The Ladykillers","Walt Disney","Comedy"
"Comedy_2004_15","Raising Helen","Walt Disney","Comedy"
"Comedy_2004_16","Eternal Sunshine of the Spo…","Focus Features","Comedy"
"Comedy_2004_17","Fat Albert","20th Century Fox","Comedy"
"Comedy_2004_18","Team America: World Police","Paramount Pictures","Comedy"
"Comedy_2004_19","Johnson Family Vacation","Fox Searchlight","Comedy"
"Comedy_2004_20","Spanglish","Sony Pictures","Comedy"
"Comedy_2004_21","Confessions of a Teenage Dr…","Walt Disney","Comedy"
"Comedy_2004_22","Jersey Girl","Miramax","Comedy"
"Comedy_2004_23","Calendar Girls","Walt Disney","Comedy"
"Comedy_2004_24","Ella Enchanted","Miramax","Comedy"
"Comedy_2004_25","Mr. 3000","Walt Disney","Comedy"
"Comedy_2004_26","Life of Brian","Warner Bros.","Comedy"
"Comedy_2004_27","Harold & Kumar Go to White …","New Line","Comedy"
"Comedy_2004_28","Eurotrip","Dreamworks SKG","Comedy"
"Comedy_2004_29","My Baby's Daddy","Miramax","Comedy"
"Comedy_2004_30","The Whole Ten Yards","Warner Bros.","Comedy"
"Comedy_2004_31","The Life Aquatic with Steve…","Walt Disney","Comedy"
"Comedy_2004_32","Welcome to Mooseport","20th Century Fox","Comedy"
"Comedy_2004_33","New York Minute","Warner Bros.","Comedy"
"Comedy_2004_34","Soul Plane","MGM","Comedy"
"Comedy_2004_35","Envy","Dreamworks SKG","Comedy"
"Comedy_2004_36","Shaun of the Dead","Focus/Rogue Pictures","Comedy"
"Comedy_2004_37","Alfie","Paramount Pictures","Comedy"
"Comedy_2004_38","I Heart Huckabees","Fox Searchlight","Comedy"
"Comedy_2004_39","The Cookout","Lionsgate","Comedy"
"Comedy_2004_40","Surviving Christmas","Dreamworks SKG","Comedy"
"Comedy_2004_41","The Perfect Score","Paramount Pictures","Comedy"
"Comedy_2004_42","Saved!","MGM","Comedy"
"Comedy_2004_43","Connie and Carla","Universal","Comedy"
"Comedy_2004_44","The Big Bounce","Warner Bros.","Comedy"
"Comedy_2004_45","Club Dread","Fox Searchlight","Comedy"
"Comedy_2004_46","A Day Without a Mexican","Televisa Cine","Comedy"
"Comedy_2004_47","Good Bye, Lenin!","Sony Pictures Cla…","Comedy"
"Comedy_2004_48","Camping Sauvage","Alliance Films","Comedy"
"Comedy_2004_49","Stuck On You","20th Century Fox","Comedy"
"Comedy_2004_50","Bon Voyage","Sony Pictures","Comedy"
"Comedy_2004_51","Dans une galaxie près de ch…","Distributor Unknown","Comedy"
"Comedy_2004_52","Coffee and Cigarettes","MGM","Comedy"
"Comedy_2004_53","La Grande Seduction","Odeon Films","Comedy"
"Comedy_2004_54","A Dirty Shame","Fine Line","Comedy"
"Comedy_2004_55","The Best Two Years","Halestorm Enterta…","Comedy"
"Comedy_2004_56","School of Rock","Paramount Pictures","Comedy"
"Comedy_2004_57","Bright Young Things","ThinkFilm","Comedy"
"Comedy_2004_58","Intermission","IFC Films","Comedy"
"Comedy_2004_59","Shaolin Soccer","Miramax","Comedy"
"Comedy_2004_60","The Last Shot","Walt Disney","Comedy"
"Comedy_2004_61","Scary Movie 3","Miramax/Dimension","Comedy"
"Comedy_2004_62","National Lampoon's Gold Dig…","P&A Releasing","Comedy"
"Comedy_2004_63","How to Get the Man's Foot O…","Sony Pictures Cla…","Comedy"
"Comedy_2004_64","She Hate Me","Sony Pictures","Comedy"
"Comedy_2004_65","Kitchen Stories","IFC Films","Comedy"
"Comedy_2004_66","Hair Show","Innovation Film G…","Comedy"
"Comedy_2004_67","Under the Tuscan Sun","Walt Disney","Comedy"
"Comedy_2004_68","Los novios búlgaros","TLA Releasing","Comedy"
"Comedy_2004_69","Wilbur Wants to Kill Himself","ThinkFilm","Comedy"
"Comedy_2004_70","In Good Company","Universal","Comedy"
"Comedy_2004_71","Remember Me, My Love","IDP Distribution","Comedy"
"Comedy_2004_72","Pride and Prejudice","Excel Entertainment","Comedy"
"Comedy_2004_73","Tais Toi","","Comedy"
"Comedy_2004_74","The Home Teachers","Halestorm Enterta…","Comedy"
"Comedy_2004_75","Danny Deckchair","Lionsgate","Comedy"
"Comedy_2004_76","Two Men Went to War","Indican Pictures","Comedy"
"Comedy_2004_77","Baptists At Our Barbecue","Film Movement","Comedy"
"Comedy_2004_78","Pieces of April","MGM","Comedy"
"Comedy_2004_79","The Lost Skeleton of Cadavra","","Comedy"
"Comedy_2004_80","Hulchul","","Comedy"
"Comedy_2004_81","Ha-Kochavim Shel Shlomi","Strand","Comedy"
"Comedy_2004_82","Modern Times","Kino International","Comedy"
"Comedy_2004_83","Annie Brocoli dans les fond…","","Comedy"
"Comedy_2004_84","My Mother Likes Women","Norador Productions","Comedy"
"Comedy_2004_85","The Seagull's Laughter","Cinema Guild","Comedy"
"Comedy_2004_86","Hollywood Buddha","Northern Arts Ent…","Comedy"
"Comedy_2004_87","Eulogy","Artisan","Comedy"
"Comedy_2004_88","Cachorro","TLA Releasing","Comedy"
"Comedy_2004_89","Un couple épatant","Magnolia Pictures","Comedy"
"Comedy_2004_90","Freaky Friday","Walt Disney","Comedy"
"Comedy_2004_91","Justice","Jujitsu Films","Comedy"
"Comedy_2004_92","Vodka Lemon","New Yorker","Comedy"
